equilibrium_price,equilibrium_retail_sentiment,price_deviation,simulation
1447.8733950268422,0.47801989901527603,13.409977730738168,0
1313.663535737757,0.445606239477453,12.165292574010012,1
1361.4259559595214,0.41760991878726444,12.704991462926667,2
1416.0626491538337,0.46289493154594,13.088133528472866,3
1451.7907412152858,0.4860691633829841,13.325821105642742,4
1474.0938626905786,0.4656986188710589,13.639549319465605,5
1388.7414915334284,0.46310274882935926,13.017047889517302,6
1314.4278578987771,0.4543068663205997,12.304249955502065,7
1368.9303722958962,0.46678858127207823,12.531448648195175,8
1455.4745585540472,0.4572452629310465,13.512716778224451,9
1373.5786248578934,0.4544788059619787,12.792355134767524,10
1418.9466602426405,0.44573521492839296,12.997856974946552,11
1336.3272772704308,0.452065871379423,12.38664915516847,12
1443.2416417963482,0.4698238557843468,13.612396114774537,13
1392.6381229641108,0.4414853017802744,12.818522968441457,14
1323.162880553666,0.4390131126074001,12.216922624920368,15
1468.599884042251,0.45923814426462883,13.689553945071898,16
1350.5576952918793,0.4437768911352807,12.521655857038056,17
1321.0256338037009,0.4338254980999315,12.36248949301713,18
1360.9052240153403,0.4622389074871943,12.90472873746832,19
1381.96784411268,0.45796482748458195,12.797321557233362,20
1322.260329766525,0.43025988786243385,12.161331267732079,21
1371.9104903070024,0.4437538074689534,12.718888201238912,22
1392.4784021937016,0.4600902606620035,13.026182722913985,23
1370.7124085280252,0.4540354787611542,12.617710951529517,24
1394.0130957440156,0.47039125819553734,13.005884638361243,25
1339.052258249983,0.46556415004463575,12.500317940643821,26
1358.4278306235958,0.44899860164203426,12.79840728090041,27
1396.6526661056973,0.44167193867851096,13.258389804050193,28
1390.3191912198383,0.47473490194617013,12.715730365786197,29
1362.0786914284556,0.4531051970655923,12.676010411316541,30
1398.6915149138053,0.46764620192072853,13.075287402012652,31
1285.7798492616669,0.4335114728926592,12.100081435874996,32
1380.4644626510726,0.4722628463498135,12.691952525849366,33
1338.3420518018584,0.4474879227143614,12.329157786735381,34
1429.1656220179534,0.4454024743396629,13.122172471925628,35
1316.9866676649976,0.45163631176134533,12.117782937793125,36
1442.7250361218337,0.46782970787894057,13.35714383329898,37
1393.6737906519124,0.454548753344781,13.005295075008895,38
1393.7039940721593,0.4678702390206391,13.190782177077818,39
1423.8114040840742,0.4543604303922943,13.04453172796848,40
1354.206069928975,0.44226494251652043,12.604528594625995,41
1400.7181785684643,0.4664853657554793,12.947873111611626,42
1329.568180782063,0.44215213271073833,12.312894277227555,43
1325.4618983417672,0.4175282018234954,12.243816870884961,44
1390.009320261334,0.4575311946450212,12.818723377029356,45
1357.0889077887116,0.4396807874735435,12.672747163624356,46
1335.337644331878,0.45601994884828834,12.499553998482822,47
1409.0464657201403,0.4371366033181275,12.969428364019551,48
1265.201640639625,0.441063300880349,11.792385272909144,49
1355.8638874751846,0.4617934477133493,12.421536568949579,50
1369.5262004471883,0.4645157820748979,12.64151468471009,51
1345.4340372012095,0.4417527052714022,12.310063705633018,52
1437.2902373216382,0.46069647655479506,13.346252622005581,53
1455.8658954755329,0.44666986080671256,13.319312820875052,54
1340.831265749096,0.45207543974288356,12.364571906628024,55
1330.761367580891,0.45123277191185335,12.310297724515776,56
1333.5950965870184,0.4620912392086873,12.436328478937307,57
1387.7377424627548,0.4506737464698286,12.941428835652077,58
1322.9812300661229,0.4374723305460012,12.20482354801271,59
1340.0035637967069,0.4441162707228317,12.534632552116975,60
1350.9936622855726,0.4527439311973239,12.7029060996593,61
1378.258948174364,0.43138438903894105,12.726105527730013,62
1328.4681298769676,0.44060454287797174,12.426338824756687,63
1346.497914022904,0.46170633654711357,12.582857343926383,64
1380.0703068012142,0.43461344137606844,12.410083425494292,65
1321.4571827599696,0.44216801893783764,12.042894574502716,66
1449.0695281637886,0.48315594500470044,13.442299741933168,67
1249.2500796341183,0.43252737477591036,11.581656584725422,68
1385.427512073855,0.43582395560405,13.027312102794722,69
1324.34185146344,0.4365163236730455,12.239563559059762,70
1443.9885467541696,0.4586155632505039,13.363967586926318,71
1380.5943849119997,0.44368273441961925,12.596858847578046,72
1373.4575392908378,0.4701312334596417,12.717895400608148,73
1371.0754868035424,0.4649615122456692,12.805757360664733,74
1340.9105538450317,0.4301428897161423,12.263955792770842,75
1358.3266359001766,0.45685432196153786,12.824257718409102,76
1420.1330374813558,0.4598375321400079,13.353019601042607,77
1356.4379236793218,0.42626478349112906,12.61374843613421,78
1401.765466005601,0.46143227219617505,12.859631701675996,79
1417.2165185605998,0.45419889994726415,13.220748558726642,80
1379.4458313798962,0.44698132799131385,12.687748896642102,81
1424.510302102315,0.4644608930614276,13.224755752621276,82
1326.5546985598946,0.45114214523950985,12.426096839664455,83
1341.3022096990337,0.4376963116800946,12.55595525625449,84
1339.6319611697677,0.4342183267179811,12.237472094749746,85
1307.8694323317086,0.43698345018237683,12.081158056984089,86
1416.24588646309,0.47526208701173933,12.977149094738111,87
1373.1881616055648,0.4501428102080031,12.637826391382628,88
1375.852681750436,0.44285256683850055,12.756657215609037,89
1408.5598138576108,0.44993757698512543,12.94014703875385,90
1354.3879789420166,0.4535986919888386,12.607591689446867,91
1258.4955368148371,0.4579971950005238,11.52221817518219,92
1296.2772354526833,0.46163579714004965,12.316328985011081,93
1464.4387227717746,0.4538567360172558,13.57164142361563,94
1436.8984101766366,0.4711380136416546,13.302846651834507,95
1437.5482383971946,0.4543299808687397,13.275070910810722,96
1434.7789506443082,0.45895311486768636,13.454922589749462,97
1428.8013416269525,0.4378173410609378,13.253531430829918,98
1301.4655952106093,0.45898711389749713,12.077363508248334,99
